COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",WOMEN,Women,1524,15-24,2003,2003,PC,Percentage,0,Units,,,25.7,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2000,2000,PC,Percentage,0,Units,,,2.6,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,2554,25-54,2006,2006,PC,Percentage,0,Units,,,80.6,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,1524,15-24,2008,2008,PC,Percentage,0,Units,,,4.4,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,1524,15-24,2005,2005,PC,Percentage,0,Units,,,41.7,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,5564,55-64,2011,2011,PC,Percentage,0,Units,,,57.8,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,1524,15-24,2011,2011,PC,Percentage,0,Units,,,13.7,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,2554,25-54,2009,2009,PC,Percentage,0,Units,,,75.7,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,1564,15-64,2012,2012,PC,Percentage,0,Units,,,71.3,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,1564,15-64,2006,2006,PC,Percentage,0,Units,,,71.2,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,1564,15-64,2001,2001,PC,Percentage,0,Units,,,70.5,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,2554,25-54,2000,2000,PC,Percentage,0,Units,,,73.2,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,2554,25-54,2013,2013,PC,Percentage,0,Units,,,1.7,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,1564,15-64,2009,2009,PC,Percentage,0,Units,,,70.5,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2012,2012,PC,Percentage,0,Units,,,79.4,,
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",WOMEN,Women,1524,15-24,2006,2006,PC,Percentage,0,Units,,,15.1,,
EST,Estonia,EMP7,"Full-time equivalent employment rate, by sex",WOMEN,Women,1564,15-64,2010,2010,PC,Percentage,0,Units,,,56.8,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,1524,15-24,2000,2000,PC,Percentage,0,Units,,,28.5,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,1524,15-24,2012,2012,PC,Percentage,0,Units,,,33.7,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,1.9,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,1564,15-64,2004,2004,PC,Percentage,0,Units,,,60.4,,
EST,Estonia,EMP7,"Full-time equivalent employment rate, by sex",WOMEN,Women,1564,15-64,2007,2007,PC,Percentage,0,Units,,,62.9,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,5564,55-64,2003,2003,PC,Percentage,0,Units,,,0.7,,
EST,Estonia,EMP18_MAT,Length of maternity leave,WOMEN,Women,TOTAL,Total,2013,2013,WEEK,Weeks,0,Units,,,20,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,1524,15-24,2002,2002,PC,Percentage,0,Units,,,7,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2005,2005,PC,Percentage,0,Units,,,1.1,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,2554,25-54,2003,2003,PC,Percentage,0,Units,,,74.8,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,1564,15-64,2006,2006,PC,Percentage,0,Units,,,69.4,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,1524,15-24,2002,2002,PC,Percentage,0,Units,,,42.4,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,1524,15-24,2005,2005,PC,Percentage,0,Units,,,7.6,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",MEN,Men,5564,55-64,2013,2013,PC,Percentage,0,Units,,,2.8,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,1524,15-24,2010,2010,PC,Percentage,0,Units,,,2.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,1564,15-64,2013,2013,PC,Percentage,0,Units,,,68.5,,
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",WOMEN,Women,1524,15-24,2009,2009,PC,Percentage,0,Units,,,21.8,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,2554,25-54,2008,2008,PC,Percentage,0,Units,,,1.2,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,5564,55-64,2006,2006,PC,Percentage,0,Units,,,58.2,,
EST,Estonia,EMP12_P,Female share of public employment,WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,68.9,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,1524,15-24,2013,2013,PC,Percentage,0,Units,,,2.6,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,1564,15-64,2010,2010,PC,Percentage,0,Units,,,61.2,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,5564,55-64,2003,2003,PC,Percentage,0,Units,,,50.6,,
EST,Estonia,EMP18_PAT,Length of paid father-specific leave,MEN,Men,TOTAL,Total,2012,2012,WEEK,Weeks,0,Units,,,2,,
EST,Estonia,EMP18_PAT,Length of paid father-specific leave,MEN,Men,TOTAL,Total,2013,2013,WEEK,Weeks,0,Units,,,2,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,73.7,,
EST,Estonia,EMP13_S,"Share of employed working in services, by sex",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,80.2,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",MEN,Men,2554,25-54,2014,2014,PC,Percentage,0,Units,,,2.8,,
EST,Estonia,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,5,,
EST,Estonia,EMP18_PAID,Total length of paid maternity and parental leave,WOMEN,Women,TOTAL,Total,2014,2014,WEEK,Weeks,0,Units,,,166,,
EST,Estonia,EMP10,"Share of employed who are managers, by sex",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,7.3,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,1524,15-24,2014,2014,PC,Percentage,0,Units,,,40.1,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,1524,15-24,2014,2014,PC,Percentage,0,Units,,,34.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,63.3,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",MEN,Men,1524,15-24,2014,2014,PC,Percentage,0,Units,,,10.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,5564,55-64,2014,2014,PC,Percentage,0,Units,,,63,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2014,2014,PC,Percentage,0,Units,,,80.7,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,1564,15-64,2014,2014,PC,Percentage,0,Units,,,75.2,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,1564,15-64,2014,2014,PC,Percentage,0,Units,,,66.2,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,2554,25-54,2014,2014,PC,Percentage,0,Units,,,0.6,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,1564,15-64,2014,2014,PC,Percentage,0,Units,,,71.2,,
EST,Estonia,EMP13_I,"Share of employed working in industry, by sex",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,42.3,,
EST,Estonia,EMP18_PAR,Length of parental leave with job protection,WOMEN,Women,TOTAL,Total,2014,2014,WEEK,Weeks,0,Units,,,146,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,1524,15-24,2014,2014,PC,Percentage,0,Units,,,0.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,59.1,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,1.4,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2014,2014,PC,Percentage,0,Units,,,4.3,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,1524,15-24,2014,2014,PC,Percentage,0,Units,,,37,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,1564,15-64,2014,2014,PC,Percentage,0,Units,,,73,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,5564,55-64,2014,2014,PC,Percentage,0,Units,,,0.8,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2014,2014,PC,Percentage,0,Units,,,3,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,2554,25-54,2014,2014,PC,Percentage,0,Units,,,76,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,5564,55-64,2014,2014,PC,Percentage,0,Units,,,64,,
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",WOMEN,Women,1524,15-24,2014,2014,PC,Percentage,0,Units,,,10,,
EST,Estonia,EMP12_T,Female share of total employment,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,48.8,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,3.4,,
EST,Estonia,EMP13_I,"Share of employed working in industry, by sex",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,17.5,,
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,5.4,,
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",ALL_PERSONS,All persons,1524,15-24,2014,2014,PC,Percentage,0,Units,,,14.3,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,1524,15-24,2014,2014,PC,Percentage,0,Units,,,33.3,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2014,2014,PC,Percentage,0,Units,,,2.6,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",ALL_PERSONS,All persons,1524,15-24,2014,2014,PC,Percentage,0,Units,,,11.2,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,1524,15-24,2014,2014,PC,Percentage,0,Units,,,43.1,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,1524,15-24,2014,2014,PC,Percentage,0,Units,,,1,,
EST,Estonia,EMP13_S,"Share of employed working in services, by sex",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,52.2,,
EST,Estonia,EMP18_PAT,Length of paid father-specific leave,MEN,Men,TOTAL,Total,2014,2014,WEEK,Weeks,0,Units,,,2,,
EST,Estonia,EMP7,"Full-time equivalent employment rate, by sex",MEN,Men,1564,15-64,2014,2014,PC,Percentage,0,Units,,,72.7,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,68.3,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,63.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,1524,15-24,2014,2014,PC,Percentage,0,Units,,,35.4,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,5564,55-64,2014,2014,PC,Percentage,0,Units,,,65.1,,
EST,Estonia,EMP16,"Expected number of years in retirement, by sex",MEN,Men,TOTAL,Total,2014,2014,YR,Years,0,Units,,,14.9,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",ALL_PERSONS,All persons,5564,55-64,2014,2014,PC,Percentage,0,Units,,,1.3,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,2554,25-54,2014,2014,PC,Percentage,0,Units,,,0.9,,
EST,Estonia,EMP10,"Share of employed who are managers, by sex",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,14.4,,
EST,Estonia,EMP19,"Enrolment rates in pre-primary education or primary school, children aged 3 to 5 year old",ALL_PERSONS,All persons,3-5,3-5,2013,2013,PC,Percentage,0,Units,,,89.6,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,2554,25-54,2014,2014,PC,Percentage,0,Units,,,85.5,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,1524,15-24,2014,2014,PC,Percentage,0,Units,,,1.7,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,67.9,,
EST,Estonia,EMP16,"Expected number of years in retirement, by sex",WOMEN,Women,TOTAL,Total,2014,2014,YR,Years,0,Units,,,20.9,,
EST,Estonia,EMP7,"Full-time equivalent employment rate, by sex",WOMEN,Women,1564,15-64,2014,2014,PC,Percentage,0,Units,,,62.7,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",MEN,Men,5564,55-64,2014,2014,PC,Percentage,0,Units,,,2,,
EST,Estonia,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,1564,15-64,2014,2014,PC,Percentage,0,Units,,,79.3,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,1524,15-24,2014,2014,PC,Percentage,0,Units,,,12.1,,
EST,Estonia,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,7.6,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,2,,
EST,Estonia,EMP12_P,Female share of public employment,WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,66.6,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,2554,25-54,2014,2014,PC,Percentage,0,Units,,,2.5,,
EST,Estonia,EMP13_A,"Share of employed working in agriculture, by sex",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,2.2,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,3.2,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2014,2014,PC,Percentage,0,Units,,,1.4,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,2554,25-54,2014,2014,PC,Percentage,0,Units,,,1.3,,
EST,Estonia,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,0.8,,
EST,Estonia,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,1564,15-64,2014,2014,PC,Percentage,0,Units,,,69.6,,
EST,Estonia,EMP3,"Youth unemployment rate, by sex, 15-24 years old",MEN,Men,1524,15-24,2014,2014,PC,Percentage,0,Units,,,17.8,,
EST,Estonia,EMP8,"Share of employed in temporary employment, by sex and age group",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,3,,
EST,Estonia,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2014,2014,PC,Percentage,0,Units,,,10.3,,
EST,Estonia,EMP18_MAT,Length of maternity leave,WOMEN,Women,TOTAL,Total,2014,2014,WEEK,Weeks,0,Units,,,20,,
EST,Estonia,EMP7,"Full-time equivalent employment rate, by sex",ALL_PERSONS,All persons,1564,15-64,2014,2014,PC,Percentage,0,Units,,,67.6,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2000,2000,PC,Percentage,0,Units,,,2.4,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2001,2001,PC,Percentage,0,Units,,,2.3,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2002,2002,PC,Percentage,0,Units,,,2.3,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2003,2003,PC,Percentage,0,Units,,,2.9,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2004,2004,PC,Percentage,0,Units,,,2.3,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2005,2005,PC,Percentage,0,Units,,,1.9,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2006,2006,PC,Percentage,0,Units,,,2.5,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2007,2007,PC,Percentage,0,Units,,,2.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2008,2008,PC,Percentage,0,Units,,,2.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2009,2009,PC,Percentage,0,Units,,,2.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2010,2010,PC,Percentage,0,Units,,,2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2011,2011,PC,Percentage,0,Units,,,2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,55PLUS,55+,2012,2012,PC,Percentage,0,Units,,,2.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2000,2000,PC,Percentage,0,Units,,,0.8,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2001,2001,PC,Percentage,0,Units,,,0.8,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2002,2002,PC,Percentage,0,Units,,,0.9,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2003,2003,PC,Percentage,0,Units,,,1.7,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2004,2004,PC,Percentage,0,Units,,,1.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2005,2005,PC,Percentage,0,Units,,,1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2006,2006,PC,Percentage,0,Units,,,1.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2007,2007,PC,Percentage,0,Units,,,1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2008,2008,PC,Percentage,0,Units,,,1.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2009,2009,PC,Percentage,0,Units,,,1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2010,2010,PC,Percentage,0,Units,,,1.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2011,2011,PC,Percentage,0,Units,,,1.3,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,55PLUS,55+,2012,2012,PC,Percentage,0,Units,,,1.1,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2000,2000,PC,Percentage,0,Units,,,4.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2001,2001,PC,Percentage,0,Units,,,3.9,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2002,2002,PC,Percentage,0,Units,,,3.7,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2003,2003,PC,Percentage,0,Units,,,4.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2004,2004,PC,Percentage,0,Units,,,3.5,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2005,2005,PC,Percentage,0,Units,,,2.9,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2006,2006,PC,Percentage,0,Units,,,3.8,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2007,2007,PC,Percentage,0,Units,,,3.5,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2008,2008,PC,Percentage,0,Units,,,3.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2009,2009,PC,Percentage,0,Units,,,3.2,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2010,2010,PC,Percentage,0,Units,,,3,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2011,2011,PC,Percentage,0,Units,,,2.7,,
FIN,Finland,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",WOMEN,Women,55PLUS,55+,2012,2012,PC,Percentage,0,Units,,,3,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,66.9,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,67.2,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,67.1,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,66.8,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,66.5,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,66.8,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,67.4,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,67.7,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,68.1,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,66.6,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,66.6,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,66.6,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",ALL_PERSONS,All persons,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,66.5,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,70.5,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,70.7,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,70.2,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,70.1,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,69.6,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,69.5,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,70.2,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,70.3,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,70.9,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,68.6,,
FIN,Finland,EMP1,"Labour force participation rate, by sex and age group ",MEN,Men,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,69.4,,
